type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Duplex à vendre,540 000 €4 865 €/m²,4,3,111,,Lille (59800),"En exclusivité dans l'hyper centre de Lille, très beau duplex d'environ 111 m² au dernier étage d'une copropriété bien tenue. Au premier niveau, l'espace de vie est très lumineux et s'ouvre sur deux ...",Lille - Le Lion Immobilier
Duplex à vendre,540 000 €4 865 €/m²,4,3,111,,Lille (59800),"En exclusivité dans l'hyper centre de Lille, très beau duplex d'environ 111 m² au dernier étage d'une copropriété bien tenue. Au premier niveau, l'espace de vie est très lumineux et s'ouvre sur deux ...",Lille - Le Lion Immobilier
Appartement à vendre,1 600 000 €5 009 €/m²,7,4,"319,4",2/3,"Vieux Lille, Lille (59000)","Situé dans le quartier très prisé du Vieux Lille, ce duplex haut de gamme de 320m² occupe le dernier étage d’un ancien bâtiment industriel entièrement réhabilité, offrant un cachet unique et des volu...",JUNOT LILLE
Appartement à vendre - neuf,640 000 €6 794 €/m²,5,,"94,2",,"Saint Maurice-Pellevoisin, Lille (59777)","NOUVEAU À LILLE - DERNIERES OPPORTUNITES 2 ET 5 PIECES. Idéalement située au croisement du charme typique de La Madeleine, de l'activité d'Euralille et du centre historique de Lille, au sein d'un nou...",BNP PARIBAS REAL ESTATE
Appartement à vendre - neuf,640 000 €6 794 €/m²,5,,"94,2",,"Saint Maurice-Pellevoisin, Lille (59777)","NOUVEAU À LILLE - DERNIERES OPPORTUNITES 2 ET 5 PIECES. Idéalement située au croisement du charme typique de La Madeleine, de l'activité d'Euralille et du centre historique de Lille, au sein d'un nou...",BNP PARIBAS REAL ESTATE
Maison à vendre,760 000 €5 067 €/m²,8,6,85  de terrain,,Lille (59800),"Située dans une jolie rue du Vieux Lille, à proximité des commerces et de la Citadelle, belle maison du 18ème siècle au charme préservé. Entrée pierre bleue, séjour parquet traversant de 35m² cheminé...",Lille - Le Lion Immobilier
Maison à vendre,760 000 €5 067 €/m²,8,6,85  de terrain,,Lille (59800),"Située dans une jolie rue du Vieux Lille, à proximité des commerces et de la Citadelle, belle maison du 18ème siècle au charme préservé. Entrée pierre bleue, séjour parquet traversant de 35m² cheminé...",Lille - Le Lion Immobilier
Appartement à vendre,366 000 €5 229 €/m²,3,2,70,,Lille (59800),"Emplacement idéal entre les métros République et Rihour : dans un bel immeuble de caractère, appartement de type 3 de 71m² , en étage élevé avec ascenseur. Vous serez séduits par son charme authentiq...",Lille - Le Lion Immobilier
Appartement à vendre,366 000 €5 229 €/m²,3,2,70,,Lille (59800),"Emplacement idéal entre les métros République et Rihour : dans un bel immeuble de caractère, appartement de type 3 de 71m² , en étage élevé avec ascenseur. Vous serez séduits par son charme authentiq...",Lille - Le Lion Immobilier
Appartement à vendre - neuf,235 000 €5 456 €/m²,2,,"43,1",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,235 000 €5 456 €/m²,2,,"43,1",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,318 000 €8 595 €/m²,2,,37,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,318 000 €8 595 €/m²,2,,37,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,643 500 €5 657 €/m²,5,4,"113,8",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,643 500 €5 657 €/m²,5,4,"113,8",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,350 000 €5 339 €/m²,3,2,"65,6",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,350 000 €5 339 €/m²,3,2,"65,6",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,327 000 €4 949 €/m²,3,,"66,1",,"Atalante Beaulieu, Rennes (35000)",[- OFFRE EXCLUSIVE – LIVRAISON IMMEDIATE - ] Dernières opportunités pour devenir propriétaire à Rennes // Jusqu'à 12 000 euros de remises appliquées sur les prix* ! LIVRAISON IMMEDIATE - Appartement ...,LAMOTTE
Appartement à vendre - neuf,327 000 €4 949 €/m²,3,,"66,1",,"Atalante Beaulieu, Rennes (35000)",[- OFFRE EXCLUSIVE – LIVRAISON IMMEDIATE - ] Dernières opportunités pour devenir propriétaire à Rennes // Jusqu'à 12 000 euros de remises appliquées sur les prix* ! LIVRAISON IMMEDIATE - Appartement ...,LAMOTTE
Appartement à vendre - neuf,425 000 €4 708 €/m²,4,,"90,3",,"Atalante Beaulieu, Rennes (35000)",[- OFFRE EXCLUSIVE – LIVRAISON IMMEDIATE - ] Dernières opportunités pour devenir propriétaire à Rennes // Jusqu'à 12 000 euros de remises appliquées sur les prix* ! LIVRAISON IMMEDIATE - Appartement ...,LAMOTTE
Appartement à vendre - neuf,425 000 €4 708 €/m²,4,,"90,3",,"Atalante Beaulieu, Rennes (35000)",[- OFFRE EXCLUSIVE – LIVRAISON IMMEDIATE - ] Dernières opportunités pour devenir propriétaire à Rennes // Jusqu'à 12 000 euros de remises appliquées sur les prix* ! LIVRAISON IMMEDIATE - Appartement ...,LAMOTTE
Appartement à vendre - neuf,128 800 €6 996 €/m²,1,,"18,4",,"Lorient-Saint Brieuc, Rennes (35000)",[ OFFRE DE LANCEMENT – INVESTISSEMENT LOCATIF ] PACK MEUBLES OFFERT – Profitez-en dès maintenant !* RENNES – Résidence KLEEZI | LOUIS GUILLOUX Un emplacement stratégique au cœur d'une métropole étudi...,LAMOTTE
Appartement à vendre - neuf,128 800 €6 996 €/m²,1,,"18,4",,"Lorient-Saint Brieuc, Rennes (35000)",[ OFFRE DE LANCEMENT – INVESTISSEMENT LOCATIF ] PACK MEUBLES OFFERT – Profitez-en dès maintenant !* RENNES – Résidence KLEEZI | LOUIS GUILLOUX Un emplacement stratégique au cœur d'une métropole étudi...,LAMOTTE
Appartement à vendre - neuf,576 000 €6 504 €/m²,4,3,"88,6",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,576 000 €6 504 €/m²,4,3,"88,6",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Maison à vendre - neuf,627 000 €5 050 €/m²,6,4,"124,2",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Maison à vendre - neuf,627 000 €5 050 €/m²,6,4,"124,2",,"Francisco-Vern-Poterie, Rennes (35000)","Découvrez EPICURE : Résidence neuve située Rue de Vern, à 2 pas de St Hélier - éligible PTZ, LMNP et frais d'acte réduits Notre programme EPICURE est prêt à l'été 2026. Il propose ainsi des apparteme...",AIPC
Appartement à vendre - neuf,203 000 €5 194 €/m²,2,,"39,1",,"Nord, Le Rheu (35650)",[- OFFRE EXCLUSIVE / ÉLIGIBLE PTZ 2025 - ] Devenez propriétaire avec IMMOSTART et profitez de tous les avantages du Prêt à Taux Zéro* ainsi que des frais de notaire offerts* ! Accédez à un logement n...,LAMOTTE
Appartement à vendre - neuf,253 500 €5 761 €/m²,2,,44,,"Francisco-Vern-Poterie, Rennes (35200)","APPARTEMENTS T2 ET T3 À RENNES – SAINT-HÉLIER Profitez d'appartements lumineux et modernes avec grandes baies vitrées, balcon ou terrasse, parking et résidence sécurisée. À deux pas des commerces, pa...",NOVANEA
Appartement à vendre - neuf,253 500 €5 761 €/m²,2,,44,,"Francisco-Vern-Poterie, Rennes (35200)","APPARTEMENTS T2 ET T3 À RENNES – SAINT-HÉLIER Profitez d'appartements lumineux et modernes avec grandes baies vitrées, balcon ou terrasse, parking et résidence sécurisée. À deux pas des commerces, pa...",NOVANEA
Appartement à vendre - neuf,420 000 €7 000 €/m²,3,,60,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,420 000 €7 000 €/m²,3,,60,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,349 000 €5 721 €/m²,3,,61,,"Francisco-Vern-Poterie, Rennes (35200)","APPARTEMENTS T2 ET T3 À RENNES – SAINT-HÉLIER Profitez d'appartements lumineux et modernes avec grandes baies vitrées, balcon ou terrasse, parking et résidence sécurisée. À deux pas des commerces, pa...",NOVANEA
Appartement à vendre - neuf,349 000 €5 721 €/m²,3,,61,,"Francisco-Vern-Poterie, Rennes (35200)","APPARTEMENTS T2 ET T3 À RENNES – SAINT-HÉLIER Profitez d'appartements lumineux et modernes avec grandes baies vitrées, balcon ou terrasse, parking et résidence sécurisée. À deux pas des commerces, pa...",NOVANEA
Appartement à vendre - neuf,785 000 €9 128 €/m²,4,,86,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,785 000 €9 128 €/m²,4,,86,,"Centre, Rennes (35000)","Rennes – Résidence intimiste du T1 au T4 Dans un environnement calme et pratique, cette résidence à taille humaine propose des appartements du studio au 4 pièces. Chaque logement bénéficie d'un espac...",NOVANEA
Appartement à vendre - neuf,649 900 €6 418 €/m²,4,,"101,3",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,649 900 €6 418 €/m²,4,,"101,3",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,145 000 €7 323 €/m²,1,,"19,8",,"Cleunay-Arsenal Redon, Rennes (35000)","Cette résidence à Rennes offre une option intéressante pour une habitation principale ou un investissement locatif, alliant confort et commodité. Située à proximité du métro Cleunay et de diverses co...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,145 000 €7 323 €/m²,1,,"19,8",,"Cleunay-Arsenal Redon, Rennes (35000)","Cette résidence à Rennes offre une option intéressante pour une habitation principale ou un investissement locatif, alliant confort et commodité. Située à proximité du métro Cleunay et de diverses co...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,589 900 €4 447 €/m²,5,,"132,6",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,589 900 €4 447 €/m²,5,,"132,6",,"Francisco-Vern-Poterie, Rennes (35000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Travaux en cours ! Prochainement à 5 minutes du coeur de Rennes ...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,294 000 €6 296 €/m²,3,2,"46,7",,"Cleunay-Arsenal Redon, Rennes (35000)","Cette résidence à Rennes offre une option intéressante pour une habitation principale ou un investissement locatif, alliant confort et commodité. Située à proximité du métro Cleunay et de diverses co...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,294 000 €6 296 €/m²,3,2,"46,7",,"Cleunay-Arsenal Redon, Rennes (35000)","Cette résidence à Rennes offre une option intéressante pour une habitation principale ou un investissement locatif, alliant confort et commodité. Située à proximité du métro Cleunay et de diverses co...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,189 000 €3 967 €/m²,2,,"47,6",,"Francisco-Vern-Poterie, Rennes (35000)","Le projet s'articulera autour d'un espace vert public. Du studio au 5 pièces, nous vous proposons des appartements neufs sûrs et agréables à vivre aux prestations et matériaux de qualité. Chaque loge...",SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,189 000 €3 967 €/m²,2,,"47,6",,"Francisco-Vern-Poterie, Rennes (35000)","Le projet s'articulera autour d'un espace vert public. Du studio au 5 pièces, nous vous proposons des appartements neufs sûrs et agréables à vivre aux prestations et matériaux de qualité. Chaque loge...",SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,233 000 €3 534 €/m²,3,,"65,9",,"Francisco-Vern-Poterie, Rennes (35000)","Le projet s'articulera autour d'un espace vert public. Du studio au 5 pièces, nous vous proposons des appartements neufs sûrs et agréables à vivre aux prestations et matériaux de qualité. Chaque loge...",SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,233 000 €3 534 €/m²,3,,"65,9",,"Francisco-Vern-Poterie, Rennes (35000)","Le projet s'articulera autour d'un espace vert public. Du studio au 5 pièces, nous vous proposons des appartements neufs sûrs et agréables à vivre aux prestations et matériaux de qualité. Chaque loge...",SA BOUYGUES IMMOBILIER
